Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Survival,Head,PreRaid,Stalker's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"503 Armor; 31 Agi; 12 Sta; 8 Int; 60 AP; 4 MP5

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Survival,Head,PreRaid,Stealther's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"226 Armor; 24 Agi; 18 Sta; 60 AP; 13 Hit

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Survival,Shoulder,PreRaid,Beast Lord Mantle,Dungeon Drop,,Steamvault,Normal,489 Armor; 25 Agi; 4 Sta; 12 Int; 34 AP; 5 MP5,Warlord Kalithresh
Survival,Shoulder,PreRaid,Mantle of Perenolde,Dungeon Drop,,Old Hillsbrad Foothills,Normal,197 Armor; 24 Sta; 20 AP; 23 Hit; 23 Crit,Epoch Hunter
Survival,Shoulder,PreRaid,Wastewalker Shoulderpads,Dungeon Drop,,Auchenai Crypts,Heroic,219 Armor; 25 Agi; 13 Sta; 34 AP; 16 Hit,Avatar of the Martyred
Survival,Shoulder,PreRaid,Cryptstalker Spaulders,Quest,Cryptstalker Spaulders (Naxx),,,464 Armor; 20 Agi; 23 Sta; 10 Int; 38 AP; 14 Crit,
Survival,Shoulder,PreRaid,Expedition Scout's Epaulets,Quest (Dung),Fel Embers (SH),,,217 Armor; 25 Agi; 50 AP; 24 Hit,
Survival,Back,PreRaid,Cloak of the Craft,Auction House,,,,70 Armor; 25 Agi; 20 AP; 13 Hit,World Drop
Survival,Back,PreRaid,Vengeance Wrap,Auction House,,,,89 Armor; 52 AP; 23 Crit,
Survival,Back,PreRaid,Auchenai Death Shroud,Dungeon Drop,,Auchenai Crypts,Heroic,78 Armor; 15 Agi; 15 Sta; 36 AP; 17 Hit,Avatar of the Martyred
Survival,Back,PreRaid,Cloak of the Inciter,Dungeon Drop,,Shadow Labyrinth,Normal,76 Armor; 15 Sta; 30 AP; 16 Hit; 18 Crit,Blackheart the Inciter
Survival,Back,PreRaid,Blood Knight War Cloak,Dungeon Token,,,,93 Armor; 23 Agi; 22 Sta; 48 AP,25 Badges of Justice
Survival,Chest,PreRaid,Primalstrike Vest,Auction House,,,,379 Armor; 38 Agi; 39 Sta; 108 AP; 12 Hit,
Survival,Chest,PreRaid,Beast Lord Cuirass,Dungeon Drop,,Botanica,Normal,652 Armor; 20 Agi; 30 Sta; 24 Int; 40 AP; 4 MP5,Warp Splinter
Survival,Chest,PreRaid,Cryptstalker Tunic,Quest,Cryptstalker Tunic (Naxx),,,658 Armor; 30 Agi; 27 Sta; 15 Int; 60 AP; 4 MP5; 10 Hit; 14 Crit,
Survival,Chest,PreRaid,Hauberk of Karabor,Quest,Varedis Must Be Stopped (SMV),,,278 Armor; 25 Agi; 18 Sta; 90 AP; 12 Hit,
Survival,Wrist,PreRaid,Felstalker Bracers,Auction House,,,,283 Armor; 18 Agi; 3 Sta; 11 Int; 38 AP; 20 Hit,
Survival,Wrist,PreRaid,Primalstrike Bracers,Auction House,,,,159 Armor; 15 Agi; 21 Sta; 64 AP,
Survival,Wrist,PreRaid,Nightfall Wristguards,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,153 Armor; 24 Agi; 22 Sta; 46 AP,Epoch Hunter
Survival,Wrist,PreRaid,Cryptstalker Wristguards,Quest,Cryptstalker Wristguards (Naxx),,,276 Armor; 18 Agi; 16 Sta; 34 AP; 10 Hit,
Survival,Hands,PreRaid,Beast Lord Handguards,Dungeon Drop,,Shattered Halls,Normal,407 Armor; 25 Agi; 12 Sta; 17 Int; 34 AP,Warchief Kargath Bladefist
Survival,Hands,PreRaid,Ar'tor's Mainstay,Quest,The Cipher of Damnation - The Third Fragment Recovered (SMV),,,387 Armor; 18 Agi; 11 Int; 68 AP; 3 MP5,
Survival,Hands,PreRaid,Cryptstalker Handguards,Quest,Cryptstalker Handguards (Naxx),,,395 Armor; 16 Agi; 21 Sta; 15 Int; 32 AP; 4 MP5; 14 Crit,
Survival,Hands,PreRaid,Gloves of the Nether-Stalker,Quest,Dealing with the Overmaster (NS),,,165 Armor; 16 Agi; 12 Sta; 60 AP; 8 Hit,
Survival,Hands,PreRaid,General's Chain Gloves,PvP,,,,"363 Armor; 14 Agi; 20 Sta; 4 Int; 28 AP; 14 Crit

Equip: Increases the damage done by your Multi-Shot by 5%",
Survival,Hands,PreRaid,Marshal's Chain Grips,PvP,,,,"363 Armor; 14 Agi; 20 Sta; 4 Int; 28 AP; 14 Crit

Equip: Increases the damage done by your Multi-Shot by 5%",
Survival,Waist,PreRaid,Felstalker Belt,Auction House,,,,357 Armor; 18 Agi; 4 Sta; 17 Int; 50 AP; 20 Hit,
Survival,Waist,PreRaid,Primalstrike Belt,Auction House,,,,205 Armor; 20 Agi; 32 Sta; 84 AP,
Survival,Waist,PreRaid,Dunewind Sash,Dungeon Drop,,Underbog,Normal,164 Armor; 21 Agi; 16 Sta; 50 AP,Ghaz'an
Survival,Waist,PreRaid,Girdle of the Deathdealer,Dungeon Drop,,Black Morass,Heroic,196 Armor; 28 Agi; 28 Sta; 56 AP; 20 Hit,Aeonus
Survival,Waist,PreRaid,Cryptstalker Girdle,Quest,Cryptstalker Girdle (Naxx),,,355 Armor; 16 Agi; 22 Sta; 12 Int; 30 AP; 3 MP5; 10 Hit; 14 Crit,
Survival,Legs,PreRaid,Beast Lord Leggings,Dungeon Drop,,Steamvault,Normal,570 Armor; 30 Agi; 25 Sta; 19 Int; 52 AP; 7 MP5,Warlord Kalithresh
Survival,Legs,PreRaid,Emerald-Scale Greaves,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,570 Armor; 28 Agi; 20 Int; 56 AP; 5 MP5,Captain Skarloc
Survival,Legs,PreRaid,Midnight Legguards,Dungeon Drop,,Slave Pens,Heroic,305 Armor; 30 Sta; 64 AP; 17 Hit; 27 Crit,Quagmirran
Survival,Legs,PreRaid,Scaled Greaves of Patience,Dungeon Drop,,Old Hillsbrad Foothills,Normal,513 Armor; 28 Agi; 24 Sta; 13 Int; 46 AP; 4 MP5,Captain Skarloc
Survival,Legs,PreRaid,Wastewalker Leggings,Dungeon Drop,,Mana Tombs,Heroic,256 Armor; 31 Agi; 27 Sta; 28 AP; 19 Hit,Nexus-Prince Shaffar
Survival,Legs,PreRaid,Cryptstalker Legguards,Quest,Cryptstalker Legguards (Naxx),,,552 Armor; 28 Agi; 26 Sta; 10 Int; 56 AP; 6 MP5; 14 Crit,
Survival,Feet,PreRaid,Fel Leather Boots,Auction House,,,,196 Armor; 36 AP; 20 Dodge; 25 Hit; 17 Crit,
Survival,Feet,PreRaid,The Master's Treads,Auction House,,,,"191 Armor; 24 Agi; 19 Sta; 48 AP; 16 Hit

Equip: Increases your effective stealth level by 1",World Drop
Survival,Feet,PreRaid,Boots of the Endless Hunt,Dungeon Drop,,Botanica,Heroic,535 Armor; 26 Agi; 19 Sta; 23 Int; 48 AP; 6 MP5,Warp Splinter
Survival,Feet,PreRaid,Cryptstalker Boots,Quest,Cryptstalker Boots (Naxx),,,425 Armor; 22 Agi; 19 Sta; 8 Int; 44 AP; 10 Hit,
Survival,Feet,PreRaid,Farahlite Studded Boots,Quest,A Fate Worse Than Death (NS),,,172 Armor; 16 Agi; 56 AP; 16 Crit,
Survival,Neck,PreRaid,Jagged Bark Pendant,Dungeon Drop,,Botanica,Normal,26 Agi; 15 Sta; 30 AP,Warp Splinter
Survival,Neck,PreRaid,Prestor's Talisman of Connivery,Dungeon Drop,,Blackwing Lair,Normal,25 Agi; 22 AP; 10 Hit,Nefarian
Survival,Neck,PreRaid,Choker of Vile Intent,Dungeon Token,,,,20 Agi; 18 Sta; 42 AP; 18 Hit,25 Badges of Justice
Survival,Neck,PreRaid,Earthen Mark of Razing,Quest,Gurok the Usurper (Nag),,,23 Agi; 20 AP; 13 Hit,
Survival,Ring,PreRaid,Pathfinder's Band,Auction House,,,,25 Agi; 34 AP,World Drop
Survival,Ring,PreRaid,Truestrike Ring,Auction House,,,,21 Agi; 40 AP; 7 MP5,World Drop
Survival,Ring,PreRaid,Band of Reanimation,Dungeon Drop,,Naxxramas,Normal,22 Agi; 46 AP,Patchwerk
Survival,Ring,PreRaid,Band of Unnatural Forces,Dungeon Drop,,Naxxramas,Normal,52 AP; 10 Hit; 14 Crit,Loatheb
Survival,Ring,PreRaid,Ravenclaw Band,Dungeon Drop,,Sethekk Halls,Normal,20 Agi; 15 Sta; 30 AP; 13 Hit,Talon King Ikiss
Survival,Ring,PreRaid,Band of Anguish,Quest,News of Victory (SMV),,,13 Agi; 50 AP; 10 Hit,
Survival,Ring,PreRaid,Kaylaan's Signet,Quest,Deathblow to the Legion (NS),,,15 Agi; 50 AP; 10 Hit,
Survival,Ring,PreRaid,Slayer's Mark of the Redemption,Quest,Dissension Amongst the Ranks... (SMV),,,15 Agi; 50 AP; 10 Hit,
Survival,Trinket,PreRaid,Abacus of Violent Odds,Dungeon Drop,,Mechanar,Normal,"64 AP; 260 Haste

Use: Increases haste rating by 260 for 10 sec",Pathaleon the Calculator
Survival,Trinket,PreRaid,Badge of the Swarmguard,Dungeon Drop,,Ahn'Qiraj,Normal,"Use: Gives a chance on melee or ranged attack to apply an armor penetration effect on you for 30 sec, lowering the target's physical armor by 200 to your own attacks. The armor penetration effect can be applied up to 6 times",Battleguard Sartura
Survival,Trinket,PreRaid,Hourglass of the Unraveller,Dungeon Drop,,Black Morass,Normal,"32 Crit

Equip: Chance on critical hit to increase your attack power by 300 for 10 secs. (Proc chance: 10%, 50s cooldown)",Temporus
Survival,Trinket,PreRaid,Bloodlust Brooch,Dungeon Token,,,,"72 AP

Use: Increases attack power by 278 for 20 sec",41 Badges of Justice
Survival,Trinket,PreRaid,Bladefist's Breadth,Quest,Overlord (HFP),,,"200 AP; 26 Crit

Use: Increases attack power by 200 for 15 sec",
Survival,Main Hand,PreRaid,Claw of the Watcher,Dungeon Drop,,Auchenai Crypts,Heroic,24 AP; 12 Crit,Shirrak the Dead Watcher
Survival,Main Hand,PreRaid,Stellaris,Dungeon Drop,,Mechanar,Normal,21 Agi; 12 Sta; 22 AP,Nethermancer Sepethrea
Survival,Main Hand,PreRaid,Ripfang Paw,Quest,Declawing Doomclaw (NS),,,10 Agi; 9 Sta; 32 AP,
Survival,Main Hand,PreRaid,Void-Talon,Vendor,,,,14 Agi; 28 AP,Netherstorm
Survival,Off Hand,PreRaid,Claw of the Frost Wyrm,Dungeon Drop,,Naxxramas,Normal,8 Sta; 22 AP; 10 Hit; 14 Crit,Sapphiron
Survival,Off Hand,PreRaid,Stormreaver Warblades,Dungeon Drop,,Botanica,Normal,13 Sta; 22 AP; 21 Crit,High Botanist Freywinn
Survival,Off Hand,PreRaid,Talon of Anzu,Dungeon Drop,,Sethekk Halls,Heroic,10 Agi; 3 Sta; 36 AP,Anzu
Survival,Two Hand,PreRaid,Mooncleaver,Auction House,,,,106 AP; 52 Crit,
Survival,Two Hand,PreRaid,Quantum Blade,Dungeon Drop,,Black Morass,Heroic,31 Sta; 102 AP; 30 Crit,Aeonus
Survival,Two Hand,PreRaid,Sonic Spear,Dungeon Drop,,Shadow Labyrinth,Normal,35 Agi; 30 Sta; 62 AP; 24 Hit,Murmur
Survival,Two Hand,PreRaid,The Eye of Nerub,Dungeon Drop,,Naxxramas,Normal,30 Agi; 22 Sta; 60 AP; 16 Hit,Loatheb
Survival,Two Hand,PreRaid,Terokk's Quill,Quest (Dung),Terokk's Legacy (Seth),,,54 Agi; 33 Sta,
Survival,Ranged/Relic,PreRaid,Valanos' Longbow,Auction House,,,,10 Int; 22 AP; 10 Crit,World Drop
Survival,Ranged/Relic,PreRaid,Don Santos' Famous Hunting Rifle,Dungeon Drop,,Karazhan,Normal,Equip: Your ranged attacks have a chance to increase your attack power by 250 for 10 sec,Opera Event (Wolf)
Survival,Ranged/Relic,PreRaid,Nerubian Slavemaker,Dungeon Drop,,Naxxramas,Normal,24 AP; 14 Crit,Kel'Thuzad
Survival,Ranged/Relic,PreRaid,Wrathtide Longbow,Dungeon Drop,,Steamvault,Heroic,14 Agi; 28 AP,Warlord Kalithresh
Survival,Ranged/Relic,PreRaid,Marksman's Bow,Reputation,,,,12 Agi; 22 AP; 11 Hit,Thrallmar - Exalted
Survival,Ranged/Relic,PreRaid,Veteran's Musket,Reputation,,,,12 Agi; 22 AP; 11 Hit,Honor Hold - Exalted
Survival,Main Hand~Off Hand,PreRaid,Guile of Khoraazi,Reputation,,,,19 Agi; 38 AP,The Consortium - Exalted
